player,year,par_4_avg,par_5_avg,drive_avg
Scott Verplank,1995,3.99,4.68,268.2
Kirk Triplett,1995,4.00,4.67,262.9
Steve Stricker,1995,4.00,4.61,275.2
Steve Jones,1995,4.00,4.63,270.6
Bill Glasson,1995,4.01,4.66,268.4
D.A. Weibring,1995,4.01,4.7,257.4
Patrick Burke,1995,4.01,4.66,264.1
John Adams,1995,4.01,4.62,278.9
Nick Faldo,1995,4.01,4.72,258.1
Billy Mayfair,1995,4.01,4.7,264.4
Mark O'Meara,1995,4.01,4.6,268.9
Steve Elkington,1995,4.01,4.6,270.6
Davis Love III,1995,4.01,4.6,284.6
Steve Lowery,1995,4.01,4.67,269.2
Kenny Perry,1995,4.01,4.69,270.2
Jeff Sluman,1995,4.01,4.65,266.1
Craig Stadler,1995,4.02,4.63,265.5
Jay Don Blake,1995,4.01,4.72,263.5
John Cook,1995,4.01,4.76,256.4
Ernie Els,1995,4.02,4.65,274.3
Brad Faxon,1995,4.01,4.62,261.2
Duffy Waldorf,1995,4.01,4.61,274.2
Jeff Maggert,1995,4.02,4.71,266.2
David Peoples,1995,4.03,4.74,267.6
Mark Brooks,1995,4.02,4.69,262.0
Bob Estes,1995,4.02,4.68,261.1
Tom Lehman,1995,4.02,4.71,264.8
Dave Barr,1995,4.02,4.76,257.0
Russ Cochran,1995,4.02,4.74,263.2
Scott Hoch,1995,4.02,4.64,265.5
Joe Ozaki,1995,4.03,4.67,270.8
Corey Pavin,1995,4.02,4.65,254.9
Loren Roberts,1995,4.02,4.7,255.3
Joey Sindelar,1995,4.03,4.77,265.9
Bob Tway,1995,4.02,4.67,266.9
Howard Twitty,1995,4.02,4.65,261.6
Gil Morgan,1995,4.03,4.67,264.2
Tom Watson,1995,4.03,4.66,273.2
Donnie Hammond,1995,4.02,4.74,268.1
Mark McCumber,1995,4.03,4.66,264.1
Marco Dawson,1995,4.03,4.74,267.9
Peter Jacobsen,1995,4.02,4.62,272.9
Nick Price,1995,4.03,4.69,273.0
David Edwards,1995,4.03,4.75,253.5
Fred Funk,1995,4.02,4.71,256.8
Brandel Chamblee,1995,4.03,4.65,260.9
David Duval,1995,4.03,4.62,274.3
Larry Mize,1995,4.04,4.73,255.8
Hal Sutton,1995,4.03,4.64,270.1
Bart Bryant,1995,4.03,4.74,259.0
Bruce Lietzke,1995,4.05,4.72,265.2
Fred Couples,1995,4.05,4.6,276.3
Dan Forsman,1995,4.04,4.71,265.6
Joey Rassett,1995,4.05,4.72,254.6
Doug Tewell,1995,4.05,4.76,251.6
Emlyn Aubrey,1995,4.03,4.8,260.5
Mike Heinen,1995,4.03,4.75,272.4
Jonathan Kaye,1995,4.05,4.65,270.3
Jesper Parnevik,1995,4.04,4.62,265.7
Phil Mickelson,1995,4.04,4.68,270.7
Mark Calcavecchia,1995,4.03,4.66,272.5
Wayne Levi,1995,4.06,4.72,253.5
Jim McGovern,1995,4.03,4.71,262.2
Curtis Strange,1995,4.04,4.7,255.8
Brian Claar,1995,4.03,4.8,257.6
Bob Lohr,1995,4.04,4.75,251.2
Ted Tryba,1995,4.03,4.73,259.7
John Mahaffey,1995,4.04,4.77,259.9
Grant Waite,1995,4.04,4.68,268.7
Mike Hulbert,1995,4.04,4.72,259.3
Vijay Singh,1995,4.04,4.55,283.5
Craig Parry,1995,4.05,4.72,262.4
Don Pooley,1995,4.05,4.72,250.6
Rick Fehr,1995,4.05,4.68,263.1
Jim Furyk,1995,4.04,4.66,256.2
Pete Jordan,1995,4.06,4.63,259.8
"Jim Gallagher, Jr.",1995,4.04,4.64,275.4
David Ogrin,1995,4.04,4.82,251.2
Gene Sauers,1995,4.05,4.7,262.5
Steve Gotsche,1995,4.05,4.78,255.7
Brad Bryant,1995,4.04,4.63,268.3
Tom Kite,1995,4.05,4.74,260.7
Jay Delsing,1995,4.05,4.72,264.8
Dudley Hart,1995,4.04,4.8,265.9
Mark Carnevale,1995,4.06,4.81,255.3
Nolan Henke,1995,4.05,4.79,256.6
Tony Sills,1995,4.06,4.84,252.6
David Frost,1995,4.06,4.74,254.0
Dillard Pruitt,1995,4.06,4.71,258.3
Harry Taylor,1995,4.05,4.77,258.5
Lee Rinker,1995,4.05,4.71,262.8
Lanny Wadkins,1995,4.08,4.77,252.3
Bruce Fleisher,1995,4.07,4.7,250.0
Brian Henninger,1995,4.06,4.84,265.5
Blaine McCallister,1995,4.05,4.7,261.7
John Morse,1995,4.07,4.73,255.7
Payne Stewart,1995,4.05,4.57,266.1
Michael Bradley,1995,4.05,4.63,274.0
Tommy Armour III,1995,4.05,4.75,269.5
Scott Gump,1995,4.05,4.7,259.7
Dicky Thompson,1995,4.07,4.78,250.6
Ronnie Black,1995,4.06,4.68,265.4
Jay Haas,1995,4.06,4.61,262.5
Doug Martin,1995,4.06,4.73,250.9
"Joe Acosta, Jr.",1995,4.07,4.62,270.7
Mike Reid,1995,4.08,4.77,250.0
Ray Stewart,1995,4.08,4.76,259.1
Jim Carter,1995,4.06,4.66,260.3
Mike Smith,1995,4.07,4.82,259.3
Tommy Tolles,1995,4.07,4.62,271.4
Skip Kendall,1995,4.06,4.73,257.5
Michael Allen,1995,4.10,4.75,264.7
John Wilson,1995,4.06,4.75,265.3
Keith Fergus,1995,4.07,4.65,268.0
Tom Hearn,1995,4.10,4.86,248.8
Larry Nelson,1995,4.10,4.81,258.9
Jerry Haas,1995,4.07,4.7,253.6
Woody Austin,1995,4.05,4.61,277.5
Paul Goydos,1995,4.05,4.71,265.1
John Huston,1995,4.07,4.65,273.9
Fulton Allem,1995,4.11,4.74,254.9
Glen Day,1995,4.07,4.71,261.9
Andrew Magee,1995,4.07,4.64,271.4
Billy Andrade,1995,4.07,4.79,254.9
Tim Loustalot,1995,4.12,4.83,248.4
Omar Uresti,1995,4.07,4.79,252.6
Carl Paulson,1995,4.11,4.62,278.2
Charlie Rymer,1995,4.09,4.64,274.4
Kelly Gibson,1995,4.07,4.6,280.2
Bruce Vaughan,1995,4.07,4.74,270.0
Paul Azinger,1995,4.09,4.61,265.0
Bob Gilder,1995,4.08,4.72,258.1
Mark Wiebe,1995,4.11,4.79,257.7
Guy Boros,1995,4.07,4.65,271.0
Lee Janzen,1995,4.07,4.7,267.8
Bobby Wadkins,1995,4.07,4.74,262.3
J.L. Lewis,1995,4.09,4.68,267.7
Jerry Pate,1995,4.11,4.73,265.5
Chris Perry,1995,4.09,4.71,255.6
Curt Byrum,1995,4.07,4.67,271.7
Robert Gamez,1995,4.09,4.7,275.8
Dennis Paulson,1995,4.09,4.68,284.1
Bill Britton,1995,4.12,4.72,246.6
Robin Freeman,1995,4.08,4.66,270.8
Jay Williamson,1995,4.12,4.77,265.0
Pat Bates,1995,4.10,4.8,271.9
Chip Beck,1995,4.09,4.66,260.2
Clark Dennis,1995,4.09,4.73,254.7
Mike Standly,1995,4.09,4.65,270.6
Phil Blackmar,1995,4.11,4.69,268.8
Billy Ray Brown,1995,4.13,4.77,260.0
"Dave Stockton, Jr.",1995,4.09,4.73,271.4
Kawika Cotner,1995,4.11,4.72,258.1
Bill Porter,1995,4.11,4.8,257.3
Paul Stankowski,1995,4.10,4.7,266.6
Tray Tyner,1995,4.11,4.83,252.2
Ben Crenshaw,1995,4.11,4.72,253.1
Neal Lancaster,1995,4.10,4.75,270.6
Mike Sullivan,1995,4.10,4.71,261.9
Mike Brisky,1995,4.10,4.8,253.9
John Daly,1995,4.11,4.72,289.0
Ed Humenik,1995,4.10,4.72,267.6
Greg Kraft,1995,4.09,4.76,255.8
Steve Pate,1995,4.09,4.73,260.4
Keith Clearwater,1995,4.13,4.77,256.4
Jeff Leonard,1995,4.13,4.8,253.3
Joel Edwards,1995,4.10,4.75,257.6
Steve Rintoul,1995,4.10,4.72,260.9
Brian Kamm,1995,4.11,4.7,266.6
Bob Burns,1995,4.11,4.86,259.9
Chris DiMarco,1995,4.11,4.79,262.0
J.P. Hayes,1995,4.12,4.73,263.5
Gary Hallberg,1995,4.12,4.84,260.9
Don Reese,1995,4.14,4.76,255.5
Dicky Pride,1995,4.13,4.8,254.8
David Feherty,1995,4.15,4.86,252.4
Mike Springer,1995,4.16,4.84,261.9
Mark Wurtz,1995,4.14,4.71,257.0
Tom Lehman,1996,3.96,4.69,272.8
Rick Fehr,1996,3.98,4.68,263.6
Jesper Parnevik,1996,3.98,4.64,276.4
Fred Couples,1996,3.98,4.48,285.8
Mark O'Meara,1996,3.99,4.57,266.2
John Cook,1996,3.99,4.66,261.6
David Duval,1996,3.99,4.56,275.0
Rocco Mediate,1996,4.00,4.65,269.2
Phil Mickelson,1996,4.00,4.61,280.4
Fuzzy Zoeller,1996,4.00,4.77,268.8
Larry Nelson,1996,4.00,4.61,269.0
Peter Jacobsen,1996,4.00,4.69,268.3
Nick Price,1996,4.01,4.72,270.3
Scott Hoch,1996,4.00,4.63,264.6
Fulton Allem,1996,4.01,4.79,259.2
Davis Love III,1996,4.01,4.52,285.7
Mark McCumber,1996,4.02,4.71,266.4
Gil Morgan,1996,4.02,4.67,265.2
Justin Leonard,1996,4.01,4.72,262.3
Craig Stadler,1996,4.02,4.64,270.4
Nick Faldo,1996,4.02,4.65,264.1
Greg Norman,1996,4.02,4.63,270.4
David Ogrin,1996,4.01,4.64,262.1
Kenny Perry,1996,4.01,4.7,271.5
Tom Purtzer,1996,4.01,4.67,278.6
Bob Tway,1996,4.01,4.66,265.1
Corey Pavin,1996,4.02,4.73,248.1
Mark Brooks,1996,4.01,4.68,264.7
Fred Funk,1996,4.01,4.72,261.8
Brad Bryant,1996,4.02,4.68,266.2
Lennie Clements,1996,4.02,4.69,256.0
Steve Stricker,1996,4.02,4.62,281.8
Jeff Sluman,1996,4.02,4.64,265.8
Ronnie Black,1996,4.02,4.67,268.8
Michael Bradley,1996,4.02,4.61,272.6
John Maginnes,1996,4.02,4.77,260.8
Kirk Triplett,1996,4.02,4.72,264.3
Brad Faxon,1996,4.02,4.7,257.4
John Huston,1996,4.02,4.7,272.1
Chris Perry,1996,4.03,4.72,260.0
David Toms,1996,4.02,4.68,270.0
Tom Watson,1996,4.03,4.58,278.3
Loren Roberts,1996,4.02,4.69,255.1
Paul Azinger,1996,4.03,4.72,271.1
Steve Elkington,1996,4.04,4.69,264.8
Payne Stewart,1996,4.03,4.61,272.2
Jeff Maggert,1996,4.03,4.64,267.2
Scott Simpson,1996,4.03,4.78,261.6
Tommy Armour III,1996,4.05,4.76,265.3
Glen Day,1996,4.03,4.62,263.8
Robert Gamez,1996,4.03,4.7,275.9
Woody Austin,1996,4.02,4.66,278.6
Russ Cochran,1996,4.03,4.72,265.2
Jay Haas,1996,4.03,4.63,263.6
Lee Janzen,1996,4.03,4.65,265.9
Vijay Singh,1996,4.03,4.56,279.8
Emlyn Aubrey,1996,4.05,4.68,261.0
Jay Don Blake,1996,4.03,4.68,262.2
Tom Byrum,1996,4.04,4.68,258.3
Mark Calcavecchia,1996,4.03,4.61,278.4
Greg Kraft,1996,4.04,4.69,267.7
Tommy Tolles,1996,4.03,4.61,275.3
Len Mattiace,1996,4.04,4.69,269.3
Stuart Appleby,1996,4.04,4.66,276.5
Joe Ozaki,1996,4.05,4.71,265.5
Larry Mize,1996,4.05,4.65,258.7
John Adams,1996,4.05,4.62,286.7
Scott Dunlap,1996,4.05,4.75,265.4
Ernie Els,1996,4.05,4.56,278.8
Tom Kite,1996,4.05,4.75,259.7
Doug Martin,1996,4.04,4.71,253.2
Curt Byrum,1996,4.07,4.71,270.9
Brad Fabel,1996,4.05,4.66,260.3
Jim Furyk,1996,4.04,4.64,265.2
Donnie Hammond,1996,4.06,4.74,267.4
Tray Tyner,1996,4.08,4.78,254.2
Curtis Strange,1996,4.05,4.76,261.7
Steve Jones,1996,4.05,4.59,280.0
Hisayuki Sasaki,1996,4.07,4.67,267.3
Dan Pohl,1996,4.07,4.63,275.9
Olin Browne,1996,4.05,4.7,261.0
Patrick Burke,1996,4.06,4.7,263.0
David Edwards,1996,4.05,4.71,257.1
Allen Doyle,1996,4.05,4.72,257.4
Scott Gump,1996,4.05,4.72,257.7
Don Pooley,1996,4.07,4.74,253.2
Kelly Gibson,1996,4.04,4.63,280.8
Clarence Rose,1996,4.05,4.68,266.6
Jeff Hart,1996,4.07,4.75,257.1
Blaine McCallister,1996,4.05,4.73,264.8
D.A. Weibring,1996,4.09,4.75,259.2
Mike Sullivan,1996,4.06,4.76,267.9
Pete Jordan,1996,4.07,4.75,265.5
Wayne Levi,1996,4.07,4.67,259.1
Billy Mayfair,1996,4.05,4.7,265.4
John Morse,1996,4.05,4.69,255.1
Mike Reid,1996,4.07,4.74,256.1
Brian Henninger,1996,4.06,4.72,273.9
Andrew Magee,1996,4.07,4.61,275.2
Dave Barr,1996,4.09,4.82,258.1
John Daly,1996,4.07,4.77,288.8
Ken Green,1996,4.07,4.71,264.1
Mike Springer,1996,4.06,4.73,265.8
Chip Beck,1996,4.06,4.77,266.1
Keith Clearwater,1996,4.07,4.7,268.2
Nolan Henke,1996,4.07,4.66,261.5
Dan Forsman,1996,4.09,4.69,264.2
Bob Lohr,1996,4.06,4.8,250.4
Mike Standly,1996,4.07,4.67,271.6
Keith Fergus,1996,4.07,4.64,271.6
Jerry Kelly,1996,4.06,4.7,264.8
Grant Waite,1996,4.08,4.66,273.8
Craig Parry,1996,4.07,4.66,269.4
Ron Whittaker,1996,4.10,4.84,259.9
Mike Hulbert,1996,4.06,4.69,263.1
Jim Carter,1996,4.06,4.7,258.1
Taylor Smith,1996,4.08,4.76,270.7
Bobby Wadkins,1996,4.07,4.69,264.5
Ben Crenshaw,1996,4.11,4.73,251.9
Robert Wrenn,1996,4.09,4.74,264.1
Phil Blackmar,1996,4.07,4.64,272.9
Brandel Chamblee,1996,4.09,4.76,257.8
Bob Gilder,1996,4.07,4.66,262.5
Mark Wiebe,1996,4.09,4.69,261.5
John Wilson,1996,4.08,4.66,269.2
Billy Ray Brown,1996,4.08,4.75,264.7
Wayne Grady,1996,4.10,4.73,255.7
Gene Sauers,1996,4.08,4.71,258.7
Hal Sutton,1996,4.08,4.7,268.0
Duffy Waldorf,1996,4.10,4.66,269.5
Joey Sindelar,1996,4.08,4.65,268.3
Scott McCarron,1996,4.08,4.67,279.9
Jim McGovern,1996,4.08,4.75,265.5
Marco Dawson,1996,4.08,4.61,272.1
"Jim Gallagher, Jr.",1996,4.10,4.61,277.2
Frank Lickliter II,1996,4.08,4.69,266.5
Brian Claar,1996,4.07,4.69,265.9
David Frost,1996,4.10,4.68,265.1
"Dave Stockton, Jr.",1996,4.07,4.69,271.3
Brian Tennyson,1996,4.09,4.69,263.6
Bart Bryant,1996,4.09,4.71,259.8
Jay Delsing,1996,4.08,4.69,270.8
Ed Fiori,1996,4.12,4.8,239.5
Jay Williamson,1996,4.09,4.76,274.9
Gary Rusnak,1996,4.09,4.75,261.6
Joel Edwards,1996,4.08,4.63,264.4
Dicky Pride,1996,4.09,4.73,264.2
Tim Herron,1996,4.08,4.64,283.5
David Peoples,1996,4.13,4.85,266.7
Mike Brisky,1996,4.09,4.69,257.8
Steve Jurgensen,1996,4.09,4.76,265.9
John Mahaffey,1996,4.12,4.81,250.7
Dillard Pruitt,1996,4.11,4.77,259.6
Hugh Royer III,1996,4.09,4.66,269.9
Carl Paulson,1996,4.09,4.68,280.4
Charlie Rymer,1996,4.09,4.73,273.2
Sean Murphy,1996,4.10,4.76,261.2
Billy Andrade,1996,4.10,4.66,259.6
Paul Goydos,1996,4.10,4.68,263.7
Paul Stankowski,1996,4.12,4.64,275.7
Scott Medlin,1996,4.16,4.78,258.3
Omar Uresti,1996,4.09,4.7,257.0
Andy Bean,1996,4.11,4.67,274.7
John Elliott,1996,4.17,4.68,271.2
Joe Daley,1996,4.11,4.75,265.1
Jeff Julian,1996,4.13,4.73,270.3
Lee Rinker,1996,4.09,4.65,259.5
Guy Boros,1996,4.10,4.66,268.4
Mike Heinen,1996,4.10,4.67,274.0
Kevin Sutherland,1996,4.08,4.71,265.2
Bob Estes,1996,4.14,4.81,260.0
Jeff Gallagher,1996,4.11,4.75,261.8
Bryan Gorman,1996,4.14,4.71,266.0
Steve Lowery,1996,4.10,4.63,271.1
John Inman,1996,4.12,4.84,248.7
Steve Rintoul,1996,4.13,4.8,265.3
Neal Lancaster,1996,4.10,4.61,269.5
Lanny Wadkins,1996,4.16,4.71,253.6
Franklin Langham,1996,4.11,4.71,263.5
Ted Tryba,1996,4.10,4.71,268.3
"Joe Acosta, Jr.",1996,4.14,4.66,279.7
Jim Thorpe,1996,4.19,4.86,259.0
Lucas Parsons,1996,4.19,4.76,278.0
Shane Bertsch,1996,4.15,4.84,250.2
Joey Gullion,1996,4.13,4.74,268.1
Mike Swartz,1996,4.15,4.72,268.7
Tom Scherrer,1996,4.13,4.72,267.5
Chris Smith,1996,4.15,4.74,279.5
Robin Freeman,1996,4.13,4.68,266.8
Brian Kamm,1996,4.15,4.76,263.0
Bob Estes,1997,3.99,4.65,265.0
Scott Hoch,1997,3.99,4.66,260.7
Nick Price,1997,3.99,4.67,267.3
Jim Furyk,1997,4.00,4.6,262.9
David Duval,1997,4.00,4.6,280.1
Justin Leonard,1997,4.01,4.74,259.2
Greg Norman,1997,4.01,4.68,268.8
Russ Cochran,1997,4.01,4.69,270.5
Brent Geiberger,1997,4.01,4.68,276.9
Davis Love III,1997,4.01,4.53,285.8
Brian Henninger,1997,4.02,4.62,276.3
Tom Lehman,1997,4.02,4.66,271.4
Tiger Woods,1997,4.01,4.46,294.8
Fred Couples,1997,4.02,4.6,283.5
Bill Glasson,1997,4.02,4.55,287.5
Keith Fergus,1997,4.03,4.67,272.5
Bob Tway,1997,4.02,4.7,270.3
Tommy Tolles,1997,4.02,4.64,275.0
Tom Byrum,1997,4.02,4.67,269.1
Peter Jacobsen,1997,4.02,4.72,267.7
Doug Martin,1997,4.02,4.7,255.6
Kirk Triplett,1997,4.02,4.66,263.7
Paul Goydos,1997,4.02,4.67,268.5
Mark Calcavecchia,1997,4.02,4.54,279.1
Bruce Fleisher,1997,4.04,4.66,257.1
Don Pooley,1997,4.03,4.63,258.4
Fuzzy Zoeller,1997,4.04,4.76,262.9
Tommy Armour III,1997,4.02,4.8,272.7
Wayne Levi,1997,4.03,4.71,258.8
Rick Fehr,1997,4.03,4.63,263.6
Tom Watson,1997,4.05,4.68,266.5
Lee Janzen,1997,4.03,4.67,270.7
Phil Mickelson,1997,4.03,4.57,284.1
Jesper Parnevik,1997,4.04,4.54,266.1
Craig Parry,1997,4.04,4.7,264.3
Steve Pate,1997,4.03,4.74,266.2
Steve Elkington,1997,4.05,4.72,268.1
Robin Freeman,1997,4.04,4.69,273.2
David Ogrin,1997,4.03,4.68,263.3
Rocco Mediate,1997,4.04,4.69,272.7
Mike Reid,1997,4.04,4.74,253.7
Craig Stadler,1997,4.04,4.59,266.9
David Sutherland,1997,4.04,4.74,267.2
Jay Don Blake,1997,4.03,4.69,268.0
Payne Stewart,1997,4.03,4.65,270.9
Brad Faxon,1997,4.04,4.73,260.1
Brad Bryant,1997,4.04,4.73,268.8
Brian Claar,1997,4.06,4.67,261.9
Fulton Allem,1997,4.05,4.71,258.5
Jeff Maggert,1997,4.04,4.73,264.3
Andrew Magee,1997,4.03,4.61,274.1
Curtis Strange,1997,4.05,4.75,263.7
"David Berganio, Jr.",1997,4.04,4.7,275.2
Gene Sauers,1997,4.07,4.71,264.5
Ernie Els,1997,4.06,4.63,271.6
Jay Haas,1997,4.05,4.69,268.0
John Cook,1997,4.04,4.64,263.9
Nick Faldo,1997,4.08,4.77,261.8
Dan Forsman,1997,4.05,4.71,271.1
Skip Kendall,1997,4.04,4.68,266.9
Brandel Chamblee,1997,4.05,4.73,267.9
Brad Fabel,1997,4.04,4.73,261.6
David Toms,1997,4.05,4.7,272.3
Michael Christie,1997,4.04,4.69,276.1
Steve Lowery,1997,4.04,4.59,277.8
Scott McCarron,1997,4.05,4.63,283.8
Loren Roberts,1997,4.05,4.69,251.4
Billy Andrade,1997,4.04,4.65,266.5
Kenny Perry,1997,4.05,4.7,277.0
Patrick Burke,1997,4.07,4.68,264.4
Tom Kite,1997,4.06,4.76,269.3
Robert Damron,1997,4.05,4.69,269.8
Pete Jordan,1997,4.05,4.71,264.4
D.A. Weibring,1997,4.08,4.77,260.6
Michael Bradley,1997,4.05,4.74,273.8
Fred Funk,1997,4.04,4.74,260.2
Ken Green,1997,4.09,4.72,270.2
Mark O'Meara,1997,4.06,4.61,261.7
Jim Carter,1997,4.05,4.61,264.0
Lanny Wadkins,1997,4.07,4.77,261.2
Phil Blackmar,1997,4.06,4.67,274.3
David Edwards,1997,4.07,4.73,254.4
Howard Twitty,1997,4.11,4.74,266.1
Steve Jones,1997,4.07,4.64,278.2
Larry Mize,1997,4.08,4.77,257.6
Larry Rinker,1997,4.05,4.79,257.4
Kevin Sutherland,1997,4.06,4.69,265.6
John Adams,1997,4.07,4.69,280.9
Paul Azinger,1997,4.08,4.7,272.7
Stewart Cink,1997,4.05,4.67,269.8
Hal Sutton,1997,4.06,4.67,270.9
Phil Tataurangi,1997,4.07,4.76,263.9
Doug Barron,1997,4.05,4.73,264.8
Mike Brisky,1997,4.06,4.76,261.1
Jay Delsing,1997,4.07,4.74,274.4
Chris Perry,1997,4.05,4.66,263.0
Donnie Hammond,1997,4.08,4.66,269.6
Vijay Singh,1997,4.07,4.67,280.9
Grant Waite,1997,4.06,4.67,278.6
Frank Lickliter II,1997,4.07,4.72,267.3
Len Mattiace,1997,4.06,4.73,267.8
John Daly,1997,4.12,4.69,302.0
Glen Day,1997,4.07,4.78,264.1
Gabriel Hjertstedt,1997,4.08,4.7,267.7
David Frost,1997,4.09,4.88,261.8
Dudley Hart,1997,4.08,4.76,269.9
Scott Verplank,1997,4.10,4.71,261.6
Blaine McCallister,1997,4.07,4.72,263.2
Steve Stricker,1997,4.11,4.7,274.8
Bob Wolcott,1997,4.09,4.85,263.8
Allen Doyle,1997,4.07,4.85,256.2
Craig Kanada,1997,4.12,4.9,265.5
Paul Claxton,1997,4.10,4.8,260.5
Joe Ozaki,1997,4.10,4.8,264.7
"Dave Stockton, Jr.",1997,4.07,4.76,275.7
Marco Dawson,1997,4.08,4.74,276.1
Nolan Henke,1997,4.08,4.69,263.8
Omar Uresti,1997,4.07,4.71,256.4
Frank Nobilo,1997,4.10,4.68,270.7
Mike Springer,1997,4.10,4.78,264.9
Mark Wiebe,1997,4.09,4.72,267.5
Ronnie Black,1997,4.08,4.68,269.0
Robert Gamez,1997,4.09,4.7,274.6
John Huston,1997,4.09,4.77,267.9
John Morse,1997,4.07,4.8,250.6
Tom Purtzer,1997,4.11,4.7,277.2
Lennie Clements,1997,4.08,4.73,251.2
Jeff Hart,1997,4.09,4.74,257.9
Spike McRoy,1997,4.10,4.8,260.8
Sonny Skinner,1997,4.10,4.78,257.2
Duffy Waldorf,1997,4.08,4.66,279.0
John Dowdall,1997,4.12,4.85,261.2
Joe Durant,1997,4.07,4.68,273.3
Emlyn Aubrey,1997,4.10,4.83,258.1
Scott Simpson,1997,4.09,4.66,261.8
Rafael Alarcon,1997,4.09,4.77,259.3
Joey Sindelar,1997,4.07,4.75,266.7
Billy Ray Brown,1997,4.11,4.75,267.9
Ed Fiori,1997,4.15,4.94,244.8
Sandy Lyle,1997,4.12,4.82,268.1
Larry Nelson,1997,4.14,4.72,271.5
Mike Standly,1997,4.09,4.67,270.6
Craig Bowden,1997,4.14,4.79,263.4
Kevin Burton,1997,4.10,4.75,265.0
P.H. Horgan III,1997,4.09,4.69,267.2
Willie Wood,1997,4.09,4.74,258.8
Mike Hulbert,1997,4.08,4.78,264.1
Greg Kraft,1997,4.08,4.73,265.4
Neal Lancaster,1997,4.08,4.72,268.5
Shaun Micheel,1997,4.15,4.93,276.0
Corey Pavin,1997,4.12,4.75,250.9
Paul Stankowski,1997,4.08,4.61,277.5
Stuart Appleby,1997,4.10,4.54,278.4
Bradley Hughes,1997,4.10,4.75,275.2
John Wilson,1997,4.09,4.78,264.2
Jimmy Green,1997,4.10,4.78,265.6
Jack O'Keefe,1997,4.11,4.75,266.3
Tim Simpson,1997,4.13,4.76,259.6
Tom Pernice Jr.,1997,4.10,4.73,274.6
J.P. Hayes,1997,4.09,4.74,263.9
Olin Browne,1997,4.08,4.75,261.9
Scott Dunlap,1997,4.09,4.79,267.2
Jimmy Johnston,1997,4.10,4.72,267.5
Brett Quigley,1997,4.08,4.73,274.4
Larry Silveira,1997,4.15,4.71,276.8
Lee Rinker,1997,4.09,4.74,261.4
Steve Hart,1997,4.13,4.82,256.3
Tim Herron,1997,4.09,4.61,279.7
Clarence Rose,1997,4.10,4.74,264.5
Kelly Gibson,1997,4.07,4.67,280.2
Billy Mayfair,1997,4.10,4.64,267.8
Shane Bertsch,1997,4.11,4.8,265.2
Taylor Smith,1997,4.11,4.8,267.7
Todd Demsey,1997,4.12,4.73,271.5
Scott Gump,1997,4.09,4.72,262.6
Eric Johnson,1997,4.11,4.68,272.1
Jeff Sluman,1997,4.10,4.67,266.6
"Jim Gallagher, Jr.",1997,4.12,4.7,273.1
Mark Brooks,1997,4.11,4.73,259.3
Guy Boros,1997,4.13,4.68,262.7
Tray Tyner,1997,4.14,4.74,255.5
Ted Tryba,1997,4.10,4.66,274.4
Ed Dougherty,1997,4.16,4.78,267.7
Jim McGovern,1997,4.12,4.7,269.7
Dicky Pride,1997,4.14,4.85,260.1
Anthony Rodriguez,1997,4.17,4.84,270.1
Joel Edwards,1997,4.12,4.69,259.8
Lee Porter,1997,4.14,4.81,264.3
Chip Sullivan,1997,4.14,4.73,284.1
Woody Austin,1997,4.13,4.81,267.1
John Maginnes,1997,4.12,4.81,258.3
Hideki Kase,1997,4.15,4.79,278.1
Jerry Kelly,1997,4.14,4.64,266.1
Hugh Royer III,1997,4.17,4.73,270.4
Chip Beck,1997,4.22,4.84,259.5
Hal Sutton,1998,3.97,4.68,273.2
Davis Love III,1998,3.98,4.57,281.2
David Duval,1998,3.99,4.53,286.8
Jim Furyk,1998,3.99,4.59,268.8
John Huston,1998,3.99,4.6,279.3
Stewart Cink,1998,4.00,4.71,272.3
Glen Day,1998,4.00,4.69,272.3
Stephen Ames,1998,4.01,4.78,269.1
Dan Forsman,1998,4.01,4.7,274.7
Bob Tway,1998,4.01,4.63,274.5
Tiger Woods,1998,4.02,4.51,296.3
Bob Estes,1998,4.01,4.65,269.0
Steve Flesch,1998,4.02,4.61,281.6
Nolan Henke,1998,4.02,4.76,265.4
Scott Hoch,1998,4.02,4.6,268.0
Mark O'Meara,1998,4.02,4.66,268.0
Fred Couples,1998,4.02,4.56,289.1
Skip Kendall,1998,4.02,4.66,269.0
Craig Stadler,1998,4.03,4.62,273.5
Jay Haas,1998,4.02,4.72,265.6
Rick Fehr,1998,4.03,4.66,271.3
Paul Goydos,1998,4.02,4.73,266.9
Loren Roberts,1998,4.02,4.69,258.0
Michael Bradley,1998,4.03,4.75,272.9
John Cook,1998,4.02,4.74,263.2
Bruce Fleisher,1998,4.03,4.79,256.7
Fred Funk,1998,4.02,4.71,267.4
Steve Stricker,1998,4.03,4.58,272.6
Steve Jones,1998,4.03,4.61,281.7
Kenny Perry,1998,4.03,4.61,280.4
Payne Stewart,1998,4.03,4.65,270.8
Brandel Chamblee,1998,4.03,4.66,274.4
Ernie Els,1998,4.05,4.77,275.4
Peter Jacobsen,1998,4.04,4.63,276.3
Lee Janzen,1998,4.03,4.68,274.9
Joe Ozaki,1998,4.04,4.7,267.4
Gary Hallberg,1998,4.04,4.67,280.1
Andrew Magee,1998,4.03,4.66,273.6
Blaine McCallister,1998,4.03,4.69,272.4
Scott Verplank,1998,4.03,4.62,272.6
Mark Calcavecchia,1998,4.03,4.63,278.4
