player,year,par_4_avg,par_5_avg,drive_avg
Ken Duke,2004,4.12,4.68,284.3
Roger Tambellini,2004,4.14,4.61,297.8
Esteban Toledo,2004,4.13,4.74,275.2
Tom Carter,2004,4.11,4.68,296.5
Scott Hend,2004,4.15,4.59,312.6
Hirofumi Miyase,2004,4.19,4.77,279.7
Cliff Kresge,2004,4.15,4.65,283.4
Aaron Baddeley,2004,4.15,4.69,288.0
David Gossett,2004,4.24,4.88,283.8
Tiger Woods,2005,3.92,4.52,316.1
Vijay Singh,2005,3.96,4.54,301.1
Phil Mickelson,2005,3.97,4.59,300.0
Jim Furyk,2005,3.99,4.62,280.0
David Toms,2005,3.99,4.58,287.8
Richard Johnson,2005,4.00,4.66,286.3
Kenny Perry,2005,4.00,4.68,304.7
Sergio Garcia,2005,4.00,4.56,303.5
Dan Forsman,2005,4.00,4.65,294.0
Olin Browne,2005,4.00,4.73,278.9
Marco Dawson,2005,4.00,4.68,292.4
Tim Herron,2005,4.01,4.66,292.1
Geoff Ogilvy,2005,4.01,4.61,298.0
Bob Tway,2005,4.01,4.72,286.6
José María Olazábal,2005,4.02,4.66,288.2
Billy Mayfair,2005,4.01,4.59,288.2
Jeff Brehaut,2005,4.02,4.64,286.6
Arjun Atwal,2005,4.03,4.62,294.2
Scott Gutschewski,2005,4.02,4.61,310.5
Justin Leonard,2005,4.02,4.68,285.2
Ryuji Imada,2005,4.02,4.67,290.1
Justin Rose,2005,4.02,4.66,294.1
Doug Barron,2005,4.03,4.73,278.4
José Coceres,2005,4.04,4.9,276.4
Dudley Hart,2005,4.02,4.64,285.4
Joey Sindelar,2005,4.02,4.71,286.9
Darron Stiles,2005,4.03,4.65,283.6
Scott Verplank,2005,4.02,4.58,281.2
Stewart Cink,2005,4.02,4.74,285.5
J.J. Henry,2005,4.02,4.69,297.6
Davis Love III,2005,4.03,4.61,305.4
Arron Oberholser,2005,4.03,4.7,283.5
John Senden,2005,4.02,4.63,291.0
Steve Stricker,2005,4.03,4.65,285.1
Chris DiMarco,2005,4.03,4.67,281.0
Jonathan Kaye,2005,4.03,4.65,290.7
Ben Crane,2005,4.03,4.62,293.1
Brandt Jobe,2005,4.03,4.67,302.3
Luke Donald,2005,4.04,4.64,284.5
Bob Estes,2005,4.03,4.69,283.6
Mark Wilson,2005,4.04,4.75,278.6
Bart Bryant,2005,4.03,4.62,283.2
Fred Couples,2005,4.04,4.63,296.4
Brad Faxon,2005,4.04,4.8,274.7
Steve Elkington,2005,4.04,4.66,283.5
Stuart Appleby,2005,4.03,4.6,300.6
Retief Goosen,2005,4.04,4.55,295.4
Roland Thatcher,2005,4.04,4.79,292.0
Brian Davis,2005,4.04,4.64,281.5
Joe Durant,2005,4.04,4.66,289.2
Shigeki Maruyama,2005,4.03,4.67,288.8
Brett Wetterich,2005,4.04,4.69,311.7
Jason Bohn,2005,4.03,4.62,292.9
Vaughn Taylor,2005,4.03,4.65,290.3
David Hearn,2005,4.05,4.74,295.2
Harrison Frazar,2005,4.03,4.58,301.0
Mathias Grönberg,2005,4.05,4.61,301.4
Freddie Jacobson,2005,4.04,4.78,289.5
Zach Johnson,2005,4.03,4.65,290.0
Rocco Mediate,2005,4.04,4.69,287.7
Sean O'Hair,2005,4.03,4.68,300.1
Loren Roberts,2005,4.06,4.69,270.0
Heath Slocum,2005,4.03,4.67,281.2
Tjaart van der Walt,2005,4.06,4.74,283.8
Charles Howell III,2005,4.04,4.55,293.6
Joey Snyder III,2005,4.03,4.69,291.8
Mario Tiziani,2005,4.05,4.73,285.8
Matt Gogel,2005,4.05,4.79,280.3
Tom Pernice Jr.,2005,4.03,4.68,290.7
Dean Wilson,2005,4.04,4.63,281.9
Brenden Pappas,2005,4.07,4.64,309.4
Jesper Parnevik,2005,4.04,4.71,292.2
Adam Scott,2005,4.05,4.6,300.1
Mark Calcavecchia,2005,4.04,4.64,289.3
Daniel Chopra,2005,4.04,4.65,297.3
Tim Clark,2005,4.04,4.56,283.8
Phillip Price,2005,4.05,4.66,283.6
Kevin Sutherland,2005,4.04,4.64,287.7
J.P. Hayes,2005,4.06,4.72,281.7
Greg Owen,2005,4.05,4.64,291.5
Jeff Sluman,2005,4.04,4.68,278.3
Hidemichi Tanaka,2005,4.04,4.7,282.2
Kirk Triplett,2005,4.08,4.76,276.0
Ryan Palmer,2005,4.04,4.65,295.0
Jay Williamson,2005,4.08,4.7,281.5
Brett Quigley,2005,4.05,4.63,293.3
Jay Haas,2005,4.09,4.72,276.0
Justin Bolli,2005,4.07,4.7,289.0
K.J. Choi,2005,4.06,4.66,288.8
Bernhard Langer,2005,4.06,4.66,289.1
Stephen Leaney,2005,4.05,4.67,277.4
Nick Watney,2005,4.05,4.61,298.9
Hunter Haas,2005,4.06,4.7,289.6
Tom Lehman,2005,4.07,4.69,285.9
D.J. Trahan,2005,4.06,4.58,295.8
Bo Van Pelt,2005,4.04,4.6,293.3
Robert Allenby,2005,4.05,4.64,297.7
Jonathan Byrd,2005,4.05,4.63,297.0
Matt Kuchar,2005,4.08,4.75,280.0
Omar Uresti,2005,4.05,4.62,275.8
Paul Azinger,2005,4.07,4.75,284.6
Brian Gay,2005,4.05,4.74,275.4
Lucas Glover,2005,4.06,4.63,302.2
Briny Baird,2005,4.05,4.63,288.7
Craig Barlow,2005,4.06,4.68,289.6
Cameron Beckman,2005,4.05,4.72,286.0
Carlos Franco,2005,4.06,4.67,294.7
Padraig Harrington,2005,4.10,4.66,293.9
Jeff Maggert,2005,4.07,4.74,284.5
Mark O'Meara,2005,4.08,4.88,277.1
Duffy Waldorf,2005,4.06,4.69,283.0
Tommy Armour III,2005,4.05,4.7,287.1
Glen Day,2005,4.06,4.72,286.1
Brent Geiberger,2005,4.08,4.71,281.1
Glen Hnatiuk,2005,4.09,4.7,283.1
Bradley Hughes,2005,4.10,4.77,291.3
Hunter Mahan,2005,4.05,4.65,293.8
Rod Pampling,2005,4.06,4.68,295.9
Carl Pettersson,2005,4.05,4.62,291.7
Gavin Coles,2005,4.07,4.76,267.7
Tom Gillis,2005,4.07,4.72,284.6
Larry Mize,2005,4.10,4.77,275.7
Pat Perez,2005,4.06,4.73,291.8
Tag Ridings,2005,4.06,4.63,300.2
Chris Anderson,2005,4.09,4.72,278.1
Billy Andrade,2005,4.06,4.58,282.0
John Cook,2005,4.07,4.71,272.6
Chris Smith,2005,4.06,4.68,300.8
Charles Warren,2005,4.06,4.64,299.2
Lee Westwood,2005,4.10,4.7,296.8
Neal Lancaster,2005,4.06,4.65,293.4
Aaron Baddeley,2005,4.07,4.65,291.4
John Huston,2005,4.06,4.64,293.6
Corey Pavin,2005,4.07,4.69,258.7
Jerry Kelly,2005,4.06,4.73,281.5
Michael Allen,2005,4.06,4.74,292.1
Peter Lonard,2005,4.07,4.71,289.1
John Rollins,2005,4.06,4.62,294.4
Chad Campbell,2005,4.06,4.7,294.0
Kent Jones,2005,4.06,4.72,288.3
Bill Glasson,2005,4.11,4.83,284.0
J.L. Lewis,2005,4.06,4.67,291.5
Chris Riley,2005,4.09,4.8,278.0
Charlie Wi,2005,4.09,4.68,285.1
Kevin Na,2005,4.07,4.69,280.5
Jeff Hart,2005,4.10,4.83,265.7
Scott McCarron,2005,4.08,4.67,291.0
Fred Funk,2005,4.06,4.69,270.0
Tim Petrovic,2005,4.07,4.7,286.1
Brendan Jones,2005,4.08,4.66,301.5
Stephen Ames,2005,4.08,4.74,285.8
Alex Cejka,2005,4.08,4.73,286.6
Joe Ogilvie,2005,4.07,4.64,284.9
Steve Lowery,2005,4.07,4.67,291.0
Will MacKenzie,2005,4.09,4.69,300.2
Matt Davidson,2005,4.13,4.77,280.9
Ben Curtis,2005,4.11,4.88,280.0
Robert Gamez,2005,4.07,4.67,281.1
Skip Kendall,2005,4.09,4.78,276.0
Ted Purdy,2005,4.05,4.65,295.2
Bob Heintz,2005,4.10,4.67,291.5
D.A. Points,2005,4.08,4.63,290.5
Jim Carter,2005,4.12,4.83,276.1
Todd Fischer,2005,4.07,4.69,276.0
Woody Austin,2005,4.07,4.6,289.1
Andrew Magee,2005,4.10,4.7,289.9
Ian Poulter,2005,4.13,4.67,284.8
Hideto Tanihara,2005,4.16,4.79,284.5
John Elliott,2005,4.13,4.79,301.7
Lee Janzen,2005,4.10,4.68,285.7
Mike Weir,2005,4.11,4.69,281.3
Kevin Stadler,2005,4.08,4.62,300.1
Tom Byrum,2005,4.09,4.72,274.3
Steve Jones,2005,4.14,4.78,280.5
Paul Claxton,2005,4.10,4.67,281.7
Paul Gow,2005,4.11,4.7,278.0
Patrick Sheehan,2005,4.07,4.74,289.0
Mark Brooks,2005,4.11,4.82,269.1
Robert Damron,2005,4.09,4.66,277.5
Todd Hamilton,2005,4.09,4.73,287.2
Dennis Paulson,2005,4.13,4.68,298.2
Rob Rashell,2005,4.12,4.78,280.7
Brian Bateman,2005,4.09,4.66,291.1
Mark Hensby,2005,4.11,4.65,290.4
Rory Sabbatini,2005,4.10,4.7,297.2
Hank Kuehne,2005,4.10,4.73,307.7
Franklin Langham,2005,4.10,4.74,281.2
James Driscoll,2005,4.12,4.56,295.5
Frank Lickliter II,2005,4.09,4.59,288.2
Shaun Micheel,2005,4.11,4.7,288.4
Steve Flesch,2005,4.10,4.73,284.2
Danny Briggs,2005,4.13,4.73,276.1
Rich Beem,2005,4.14,4.77,288.0
John Daly,2005,4.11,4.69,310.1
Jason Allred,2005,4.12,4.77,300.2
Thomas Levet,2005,4.16,4.84,287.2
Michael Long,2005,4.13,4.64,298.3
Steve Allan,2005,4.10,4.73,297.8
D.J. Brigman,2005,4.13,4.67,295.5
Craig Perks,2005,4.17,4.81,285.8
Scott Hend,2005,4.16,4.7,318.9
Len Mattiace,2005,4.14,4.83,278.0
Tiger Woods,2006,3.92,4.43,306.4
Jim Furyk,2006,3.96,4.61,281.9
Steve Stricker,2006,3.97,4.58,285.3
Jonathan Byrd,2006,3.99,4.61,298.1
Phil Mickelson,2006,4.00,4.54,300.7
Daniel Chopra,2006,4.00,4.63,298.5
John Senden,2006,4.01,4.64,296.2
Luke Donald,2006,4.01,4.64,283.7
Vijay Singh,2006,4.01,4.57,293.7
Adam Scott,2006,4.02,4.61,301.1
Robert Allenby,2006,4.02,4.61,293.9
Steve Flesch,2006,4.01,4.75,286.2
David Branshaw,2006,4.02,4.68,287.7
Trevor Immelman,2006,4.02,4.54,294.9
David Toms,2006,4.02,4.65,285.4
K.J. Choi,2006,4.02,4.7,287.0
Brian Gay,2006,4.02,4.68,274.8
Tjaart van der Walt,2006,4.03,4.77,282.7
Jeff Gove,2006,4.02,4.7,289.8
Bob May,2006,4.03,4.7,292.7
Briny Baird,2006,4.02,4.63,285.1
Freddie Jacobson,2006,4.03,4.76,290.7
Bubba Watson,2006,4.02,4.59,319.6
Greg Owen,2006,4.03,4.59,295.1
Scott Verplank,2006,4.02,4.72,276.1
Skip Kendall,2006,4.03,4.75,281.2
Harrison Frazar,2006,4.02,4.59,304.6
Zach Johnson,2006,4.02,4.74,283.7
Omar Uresti,2006,4.04,4.68,280.5
Steve Elkington,2006,4.04,4.64,285.8
Frank Lickliter II,2006,4.02,4.61,286.1
Camilo Villegas,2006,4.02,4.67,302.1
Charles Warren,2006,4.03,4.63,300.1
Mark Wilson,2006,4.03,4.68,282.0
Alex Cejka,2006,4.03,4.7,288.8
Bob Estes,2006,4.03,4.66,286.4
Mike Weir,2006,4.03,4.67,281.2
Stephen Ames,2006,4.04,4.62,289.8
Brian Bateman,2006,4.04,4.81,296.7
Scott Gutschewski,2006,4.05,4.67,303.3
Charley Hoffman,2006,4.03,4.61,304.4
Billy Mayfair,2006,4.03,4.7,282.3
Ian Poulter,2006,4.05,4.65,287.9
J.P. Hayes,2006,4.05,4.62,287.2
David McKenzie,2006,4.03,4.76,284.4
Justin Rose,2006,4.03,4.63,291.4
Ernie Els,2006,4.04,4.58,295.1
Fred Funk,2006,4.02,4.74,272.8
Brett Wetterich,2006,4.03,4.62,307.8
Jerry Kelly,2006,4.03,4.67,278.1
Jeff Overton,2006,4.03,4.71,299.1
Brett Quigley,2006,4.03,4.62,289.6
Lucas Glover,2006,4.03,4.56,299.4
Matt Hansen,2006,4.04,4.78,300.5
John Cook,2006,4.05,4.75,277.0
Padraig Harrington,2006,4.06,4.65,294.7
Shigeki Maruyama,2006,4.03,4.69,286.3
Retief Goosen,2006,4.05,4.64,297.6
Nick Watney,2006,4.03,4.59,300.6
Arron Oberholser,2006,4.04,4.58,285.0
Joe Ogilvie,2006,4.04,4.67,287.3
Jesper Parnevik,2006,4.04,4.59,290.5
Eric Axley,2006,4.04,4.69,294.6
Stewart Cink,2006,4.04,4.62,292.0
Ryuji Imada,2006,4.03,4.67,284.9
Bernhard Langer,2006,4.05,4.63,285.8
Daisuke Maruyama,2006,4.04,4.67,284.5
David Howell,2006,4.08,4.76,289.1
Kris Cox,2006,4.04,4.71,298.4
Stuart Appleby,2006,4.05,4.59,289.7
Kent Jones,2006,4.04,4.67,287.1
Paul Stankowski,2006,4.05,4.76,295.4
Jeff Sluman,2006,4.04,4.72,279.8
Marco Dawson,2006,4.04,4.69,291.9
Stephen Leaney,2006,4.05,4.69,276.4
Dean Wilson,2006,4.03,4.7,282.9
Billy Andrade,2006,4.05,4.71,285.6
Will MacKenzie,2006,4.04,4.6,296.7
Ryan Palmer,2006,4.04,4.68,295.8
Kenny Perry,2006,4.05,4.72,293.1
Chris Riley,2006,4.05,4.65,284.5
Paul Azinger,2006,4.05,4.67,285.8
Joe Durant,2006,4.04,4.62,289.1
Nathan Green,2006,4.04,4.69,282.0
Jerry Smith,2006,4.04,4.72,277.9
Chris DiMarco,2006,4.05,4.68,279.3
Jason Bohn,2006,4.04,4.64,289.0
Kevin Sutherland,2006,4.04,4.62,293.5
John Huston,2006,4.06,4.71,292.0
Mark O'Meara,2006,4.09,4.8,274.4
Pat Perez,2006,4.09,4.63,298.4
Brandt Jobe,2006,4.05,4.69,297.2
Ryan Moore,2006,4.07,4.62,292.2
Vaughn Taylor,2006,4.05,4.61,286.6
Bart Bryant,2006,4.05,4.72,282.2
Sergio Garcia,2006,4.08,4.62,292.7
Greg Kraft,2006,4.06,4.79,275.8
Larry Mize,2006,4.09,4.77,278.3
Patrick Sheehan,2006,4.05,4.76,287.5
Bob Tway,2006,4.06,4.75,284.5
Jonathan Kaye,2006,4.05,4.68,294.6
Geoff Ogilvy,2006,4.07,4.61,295.3
Brent Geiberger,2006,4.05,4.71,286.9
Michael Allen,2006,4.06,4.66,291.8
Davis Love III,2006,4.07,4.6,301.9
Doug Barron,2006,4.07,4.78,275.5
Brian Davis,2006,4.06,4.67,286.6
Danny Ellis,2006,4.08,4.75,293.6
Woody Austin,2006,4.05,4.7,287.7
Craig Barlow,2006,4.07,4.6,294.1
Bo Van Pelt,2006,4.05,4.6,297.4
Arjun Atwal,2006,4.05,4.7,287.7
Bill Haas,2006,4.05,4.65,296.7
Heath Slocum,2006,4.06,4.68,281.2
Rod Pampling,2006,4.06,4.63,288.2
Chris Smith,2006,4.08,4.65,299.2
Kirk Triplett,2006,4.10,4.76,281.0
J.J. Henry,2006,4.06,4.63,295.9
Shaun Micheel,2006,4.06,4.67,288.4
Corey Pavin,2006,4.08,4.75,265.9
D.A. Points,2006,4.07,4.73,289.4
Paul Goydos,2006,4.08,4.66,274.3
Hunter Mahan,2006,4.06,4.63,295.0
Rory Sabbatini,2006,4.07,4.65,290.4
Mike Sposa,2006,4.08,4.77,284.8
Fred Couples,2006,4.11,4.66,301.5
Thomas Levet,2006,4.11,4.74,286.9
Vance Veazey,2006,4.10,4.65,285.8
Tommy Armour III,2006,4.09,4.79,282.4
Greg Chalmers,2006,4.09,4.89,286.4
Mathias Grönberg,2006,4.07,4.63,295.1
Troy Matteson,2006,4.06,4.63,298.7
Henrik Bjornstad,2006,4.06,4.73,296.8
Ryan Hietala,2006,4.10,4.75,305.9
Chad Campbell,2006,4.07,4.67,290.9
Richard Johnson,2006,4.06,4.67,283.4
Tom Lehman,2006,4.10,4.72,286.6
J.L. Lewis,2006,4.11,4.76,279.6
Shane Bertsch,2006,4.06,4.65,279.1
Tim Clark,2006,4.08,4.61,276.7
Michael Connell,2006,4.13,4.75,281.9
Robert Damron,2006,4.07,4.7,281.7
Jeff Maggert,2006,4.07,4.76,281.5
Jeff Brehaut,2006,4.07,4.66,286.1
Chris Couch,2006,4.08,4.65,299.7
Robert Garrigus,2006,4.07,4.69,309.8
Ian Leggatt,2006,4.08,4.75,291.9
Justin Leonard,2006,4.08,4.68,282.3
José María Olazábal,2006,4.11,4.59,287.2
Carl Pettersson,2006,4.07,4.66,286.6
Robert Gamez,2006,4.07,4.75,279.5
Dudley Hart,2006,4.07,4.66,286.3
Bubba Dickerson,2006,4.07,4.73,298.8
Jason Schultz,2006,4.09,4.73,293.1
Tim Petrovic,2006,4.07,4.73,281.0
John Rollins,2006,4.07,4.55,295.5
Jimmy Walker,2006,4.11,4.68,296.9
Joey Sindelar,2006,4.08,4.71,284.2
Ben Crane,2006,4.09,4.65,285.8
J.B. Holmes,2006,4.09,4.61,318.8
Duffy Waldorf,2006,4.08,4.66,286.6
Mathew Goggin,2006,4.10,4.63,296.0
John Daly,2006,4.15,4.75,307.1
Steve Jones,2006,4.09,4.76,277.1
Todd Fischer,2006,4.07,4.65,274.6
Aaron Baddeley,2006,4.10,4.64,288.3
Len Mattiace,2006,4.13,4.75,290.6
Tom Pernice Jr.,2006,4.07,4.61,283.9
Ted Purdy,2006,4.07,4.71,287.8
D.J. Trahan,2006,4.08,4.68,291.5
Rich Beem,2006,4.09,4.6,295.6
Ben Curtis,2006,4.09,4.72,278.8
Ron Whittaker,2006,4.10,4.74,281.8
Steve Lowery,2006,4.08,4.62,287.1
Tim Herron,2006,4.09,4.71,294.8
Mark Brooks,2006,4.09,4.81,274.3
Olin Browne,2006,4.08,4.73,276.6
Charles Howell III,2006,4.09,4.63,295.4
Alex Aragon,2006,4.13,4.81,302.6
Jason Gore,2006,4.10,4.74,299.6
Brad Faxon,2006,4.11,4.78,270.3
Jon Mills,2006,4.13,4.74,298.2
Roger Tambellini,2006,4.14,4.69,299.2
David Duval,2006,4.13,4.73,297.4
Carlos Franco,2006,4.11,4.69,293.4
Nicholas Thompson,2006,4.10,4.74,295.6
"John Engler, Jr.",2006,4.14,4.8,287.4
Tag Ridings,2006,4.10,4.71,305.3
Mark Calcavecchia,2006,4.11,4.72,282.4
Peter Lonard,2006,4.13,4.69,280.6
James Driscoll,2006,4.13,4.7,296.4
Lee Janzen,2006,4.14,4.69,282.7
Todd Hamilton,2006,4.16,4.78,283.6
"Wes Short, Jr.",2006,4.13,4.71,291.6
Sean O'Hair,2006,4.13,4.63,292.7
Hidemichi Tanaka,2006,4.17,4.83,281.7
Tiger Woods,2007,3.97,4.48,302.4
Bo Van Pelt,2007,3.99,4.63,294.7
Freddie Jacobson,2007,3.99,4.7,284.7
Jay Williamson,2007,3.99,4.78,291.6
Jeff Overton,2007,4.00,4.62,299.3
Alex Cejka,2007,4.00,4.57,288.9
Chris Riley,2007,4.01,4.66,280.6
Steve Stricker,2007,4.01,4.62,283.7
Jim Furyk,2007,4.01,4.62,279.7
Tag Ridings,2007,4.02,4.72,303.9
Rory Sabbatini,2007,4.02,4.67,289.9
K.J. Choi,2007,4.02,4.63,284.1
Ernie Els,2007,4.03,4.64,297.9
Michael Sim,2007,4.04,4.71,291.1
Sean O'Hair,2007,4.02,4.63,296.8
Heath Slocum,2007,4.02,4.64,279.6
Tommy Armour III,2007,4.03,4.76,285.7
Woody Austin,2007,4.02,4.75,286.1
Jarrod Lyle,2007,4.03,4.71,292.6
Vijay Singh,2007,4.02,4.56,293.8
Scott Verplank,2007,4.03,4.74,279.6
Brian Davis,2007,4.02,4.71,279.6
Jesper Parnevik,2007,4.03,4.64,288.5
Brandt Snedeker,2007,4.03,4.66,285.6
Stephen Ames,2007,4.04,4.76,282.2
Craig Bowden,2007,4.04,4.69,273.1
Bart Bryant,2007,4.04,4.68,281.1
Steve Allan,2007,4.05,4.69,302.4
Padraig Harrington,2007,4.05,4.75,293.2
Stephen Leaney,2007,4.04,4.73,277.4
Justin Rose,2007,4.05,4.6,288.7
Peter Lonard,2007,4.04,4.7,290.9
Geoff Ogilvy,2007,4.04,4.72,295.3
Cameron Beckman,2007,4.04,4.63,291.9
David Toms,2007,4.04,4.7,282.5
Craig Barlow,2007,4.07,4.65,295.5
Marco Dawson,2007,4.05,4.76,289.8
Zach Johnson,2007,4.05,4.69,280.4
Matt Kuchar,2007,4.04,4.65,277.1
Steve Lowery,2007,4.05,4.69,292.0
José Coceres,2007,4.07,4.78,273.0
Ken Duke,2007,4.03,4.73,288.4
Mathias Grönberg,2007,4.04,4.65,301.5
Kevin Na,2007,4.04,4.61,287.4
Daniel Chopra,2007,4.04,4.68,297.6
Jason Gore,2007,4.04,4.67,303.0
Anthony Kim,2007,4.04,4.64,302.4
Cliff Kresge,2007,4.04,4.72,285.6
Camilo Villegas,2007,4.05,4.72,298.3
Sergio Garcia,2007,4.06,4.58,294.2
Hunter Mahan,2007,4.04,4.63,296.7
Adam Scott,2007,4.06,4.6,300.9
Mark Brooks,2007,4.08,4.82,275.2
Justin Leonard,2007,4.04,4.76,282.7
Billy Mayfair,2007,4.04,4.64,286.8
Lucas Glover,2007,4.04,4.64,295.4
Ian Poulter,2007,4.07,4.68,282.5
Chris Stroud,2007,4.06,4.71,290.0
Tim Clark,2007,4.07,4.69,278.1
Jeff Maggert,2007,4.05,4.73,284.2
Dicky Pride,2007,4.06,4.82,281.4
Luke Donald,2007,4.06,4.73,278.4
Brian Gay,2007,4.04,4.73,270.0
Rocco Mediate,2007,4.06,4.73,278.1
Stewart Cink,2007,4.05,4.68,294.7
Craig Lile,2007,4.06,4.73,283.9
Charles Warren,2007,4.04,4.6,302.8
Bubba Dickerson,2007,4.09,4.79,298.9
Bob Heintz,2007,4.05,4.73,285.2
Kenny Perry,2007,4.05,4.67,299.6
Charlie Wi,2007,4.05,4.61,286.0
Ryan Moore,2007,4.05,4.65,290.7
Boo Weekley,2007,4.04,4.75,296.6
Michael Boyd,2007,4.08,4.78,278.7
Phil Mickelson,2007,4.07,4.45,298.1
Bill Haas,2007,4.05,4.56,302.7
Arron Oberholser,2007,4.07,4.74,285.5
Bob Tway,2007,4.05,4.71,284.3
Paul Stankowski,2007,4.10,4.66,295.7
Brian Bateman,2007,4.09,4.76,291.6
Corey Pavin,2007,4.06,4.75,265.3
Duffy Waldorf,2007,4.07,4.66,287.5
Jonathan Byrd,2007,4.07,4.56,292.0
Chris Tidland,2007,4.09,4.64,292.9
John Merrick,2007,4.06,4.67,297.1
Briny Baird,2007,4.05,4.63,292.1
D.J. Brigman,2007,4.08,4.75,288.9
Kent Jones,2007,4.06,4.64,287.1
Mark Wilson,2007,4.06,4.71,285.3
Shigeki Maruyama,2007,4.06,4.73,277.7
Pat Perez,2007,4.06,4.6,296.6
Jaco Van Zyl,2007,4.11,4.82,285.3
Tom Byrum,2007,4.11,4.74,281.4
Mathew Goggin,2007,4.06,4.66,298.7
Tom Lehman,2007,4.09,4.68,284.6
Jason Schultz,2007,4.09,4.68,295.7
Brendon de Jonge,2007,4.07,4.69,293.8
J.P. Hayes,2007,4.06,4.69,291.9
Ryuji Imada,2007,4.05,4.67,282.6
Mike Weir,2007,4.07,4.68,289.3
Glen Day,2007,4.07,4.73,280.7
Bob Estes,2007,4.06,4.63,282.6
John Rollins,2007,4.06,4.67,290.4
Ryan Armour,2007,4.05,4.7,284.7
J.B. Holmes,2007,4.08,4.69,312.6
Nathan Green,2007,4.06,4.62,284.3
Trevor Immelman,2007,4.08,4.78,286.6
Jeff Quinney,2007,4.06,4.74,281.5
Darron Stiles,2007,4.09,4.68,284.8
Doug LaBelle II,2007,4.06,4.73,276.6
Daisuke Maruyama,2007,4.07,4.74,288.6
John Senden,2007,4.06,4.61,294.2
Henrik Stenson,2007,4.13,4.88,296.3
Jeff Brehaut,2007,4.11,4.7,291.2
Will MacKenzie,2007,4.06,4.65,291.4
Parker McLachlin,2007,4.07,4.68,288.5
Nick Watney,2007,4.07,4.65,301.4
Jason Bohn,2007,4.11,4.55,287.1
Tim Herron,2007,4.06,4.69,287.3
Bubba Watson,2007,4.08,4.58,315.2
Mark Calcavecchia,2007,4.07,4.57,290.2
Chris Couch,2007,4.08,4.75,299.8
Fred Funk,2007,4.09,4.79,271.8
Robert Garrigus,2007,4.07,4.68,310.5
Joey Sindelar,2007,4.09,4.71,287.1
Steve Wheatcroft,2007,4.09,4.68,286.1
Michael Allen,2007,4.09,4.67,293.0
Stuart Appleby,2007,4.09,4.7,290.9
Gavin Coles,2007,4.07,4.71,268.3
Joe Ogilvie,2007,4.06,4.63,289.5
Kevin Sutherland,2007,4.08,4.63,291.3
Scott Gutschewski,2007,4.10,4.71,306.1
Anders Hansen,2007,4.11,4.73,280.7
Rod Pampling,2007,4.07,4.61,286.4
Tim Petrovic,2007,4.06,4.65,286.4
Paul Gow,2007,4.09,4.71,280.1
Paul Goydos,2007,4.11,4.78,272.4
Kirk Triplett,2007,4.09,4.74,277.5
Aaron Baddeley,2007,4.08,4.56,291.9
Lee Janzen,2007,4.10,4.76,288.0
Shaun Micheel,2007,4.08,4.76,284.4
Bryce Molder,2007,4.12,4.76,291.2
Joe Durant,2007,4.08,4.7,284.3
George McNeill,2007,4.07,4.7,298.2
Andrew Buckle,2007,4.09,4.7,294.7
Steve Marino,2007,4.06,4.63,298.1
Carl Pettersson,2007,4.06,4.61,288.5
Robert Allenby,2007,4.08,4.6,299.6
Mark Hensby,2007,4.09,4.75,287.0
Tripp Isenhour,2007,4.08,4.74,287.1
D.J. Trahan,2007,4.07,4.68,295.1
Jerry Kelly,2007,4.07,4.65,281.0
Frank Lickliter II,2007,4.08,4.68,284.2
Nick O'Hern,2007,4.10,4.71,279.3
Steve Elkington,2007,4.08,4.68,280.7
Harrison Frazar,2007,4.08,4.69,302.8
John Mallinger,2007,4.08,4.71,280.9
Vaughn Taylor,2007,4.08,4.64,283.6
Dean Wilson,2007,4.08,4.75,277.2
Johnson Wagner,2007,4.08,4.64,285.5
Jeff Gove,2007,4.07,4.65,290.5
Ted Purdy,2007,4.07,4.65,294.1
Rich Barcelo,2007,4.10,4.65,286.0
J.J. Henry,2007,4.09,4.63,294.4
Matt Hendrix,2007,4.12,4.72,301.7
Retief Goosen,2007,4.16,4.72,292.9
Tom Johnson,2007,4.11,4.69,288.4
Davis Love III,2007,4.12,4.71,296.8
Robert Gamez,2007,4.09,4.72,281.2
Greg Owen,2007,4.10,4.76,296.5
Jim Rutledge,2007,4.14,4.74,288.5
Craig Kanada,2007,4.07,4.72,277.2
Jason Dufner,2007,4.08,4.71,289.7
Brett Wetterich,2007,4.09,4.69,303.3
Richard Johnson,2007,4.09,4.8,281.1
Troy Matteson,2007,4.10,4.66,296.6
Kyle Reifers,2007,4.12,4.68,296.3
David Branshaw,2007,4.11,4.81,289.2
Steve Flesch,2007,4.09,4.69,287.5
Charles Howell III,2007,4.10,4.62,299.8
Billy Andrade,2007,4.10,4.68,286.2
Jeff Sluman,2007,4.16,4.72,280.5
Chris DiMarco,2007,4.12,4.74,282.4
Tom Pernice Jr.,2007,4.09,4.66,281.4
John Daly,2007,4.16,4.67,312.9
Chad Campbell,2007,4.11,4.78,287.0
Kevin Stadler,2007,4.10,4.72,292.9
José María Olazábal,2007,4.20,4.74,276.0
Ryan Palmer,2007,4.11,4.73,294.9
Michael Putnam,2007,4.10,4.68,294.5
Rich Beem,2007,4.11,4.63,291.0
Ben Curtis,2007,4.12,4.78,277.1
Brett Quigley,2007,4.14,4.69,290.7
Charley Hoffman,2007,4.11,4.62,299.9
