player,year,par_4_avg,par_5_avg,drive_avg
Christiaan Bezuidenhout,2024,3.92,4.57,290.7
Christiaan Bezuidenhout,2025,3.98,4.63,274.7
Collin Morikawa,2024,3.66,4.25,296.0
Collin Morikawa,2025,3.97,4.56,289.6
Corey Conners,2024,3.82,4.35,301.2
Corey Conners,2025,4.0,4.57,282.8
Cristobal Del Solar,2024,4.06,4.97,301.0192513368984
Cristobal Del Solar,2025,3.99855614973262,4.565588235294118,305.0
Daniel Berger,2024,3.93,4.57,298.1
Daniel Berger,2025,3.98,4.56,315.7
Danny Walker,2024,3.99,4.69,301.0192513368984
Danny Walker,2025,3.99855614973262,4.565588235294118,302.7
Danny Willett,2024,4.0,4.79,301.0192513368984
Danny Willett,2025,3.99855614973262,4.565588235294118,300.3
David Lipsky,2024,4.08,4.54,289.6
David Lipsky,2025,4.04,4.55,300.6
David Skinns,2024,4.07,4.63,302.8
David Skinns,2025,4.05,4.62,294.3
Davis Riley,2024,4.2,4.78,303.6
Davis Riley,2025,4.01,4.57,281.9
Davis Thompson,2024,3.92,4.36,306.3
Davis Thompson,2025,3.99,4.5,301.6
Denny McCarthy,2024,3.92,4.5,290.6
Denny McCarthy,2025,4.01,4.61,292.9
Doug Ghim,2024,4.04,4.5,297.2
Doug Ghim,2025,3.96,4.53,302.8
Dylan Wu,2024,3.99855614973262,4.565588235294118,295.6
Dylan Wu,2025,4.02,4.54,301.0192513368984
Emiliano Grillo,2024,4.05,4.65,292.5
Emiliano Grillo,2025,4.03,4.64,283.3
Eric Cole,2024,3.96,4.7,297.2
Eric Cole,2025,4.03,4.56,293.3
Erik Barnes,2024,3.99855614973262,4.565588235294118,302.3
Erik Barnes,2025,4.08,4.78,301.0192513368984
Erik van Rooyen,2024,3.96,4.61,308.2
Erik van Rooyen,2025,4.01,4.52,318.3
Francesco Molinari,2024,4.04,4.9,301.0192513368984
Francesco Molinari,2025,3.99855614973262,4.565588235294118,294.0
Frankie Capan III,2024,4.01,4.35,301.0192513368984
Frankie Capan III,2025,3.99855614973262,4.565588235294118,302.4
Garrick Higgo,2024,4.05,4.94,308.8
Garrick Higgo,2025,4.01,4.6,308.0
Gary Woodland,2024,3.81,4.63,313.1
Gary Woodland,2025,4.08,4.57,328.3
Greyson Sigg,2024,3.97,4.64,294.0
Greyson Sigg,2025,3.99,4.63,304.1
Harris English,2024,3.92,4.58,301.9
Harris English,2025,4.01,4.62,310.3
Harry Hall,2024,3.77,4.43,301.5
Harry Hall,2025,3.99,4.5,301.3
Harry Higgs,2024,4.11,4.64,301.0192513368984
Harry Higgs,2025,3.99855614973262,4.565588235294118,312.2
Hayden Buckley,2024,3.98,5.0,298.0
Hayden Buckley,2025,4.05,4.62,287.5
Hayden Springer,2024,4.08,4.5,311.1
Hayden Springer,2025,4.0,4.48,310.3
Henrik Norlander,2024,4.0,4.79,295.3
Henrik Norlander,2025,3.95,4.51,310.5
Hideki Matsuyama,2024,3.91,4.35,299.4
Hideki Matsuyama,2025,3.97,4.59,296.5
Isaiah Salinda,2024,4.05,4.66,301.0192513368984
Isaiah Salinda,2025,3.99855614973262,4.565588235294118,314.4
J.J. Spaun,2024,3.91,4.55,301.5
J.J. Spaun,2025,3.99,4.56,308.6
J.T. Poston,2024,3.94,4.33,293.1
J.T. Poston,2025,3.99,4.58,296.4
Jackson Koivun,2024,4.18,4.75,301.0192513368984
Jackson Koivun,2025,3.99855614973262,4.565588235294118,308.2
Jackson Suber,2024,4.11,4.36,301.0192513368984
Jackson Suber,2025,3.99855614973262,4.565588235294118,304.3
Jacob Bridgeman,2024,3.96,4.5,300.6
Jacob Bridgeman,2025,3.95,4.53,293.6
Jake Knapp,2024,4.11,4.43,309.5
Jake Knapp,2025,4.07,4.6,294.7
James Hahn,2024,4.0,4.13,301.0192513368984
James Hahn,2025,3.99855614973262,4.565588235294118,315.8
Jason Day,2024,3.9,4.5,300.8
Jason Day,2025,3.98,4.55,295.0
Jason Dufner,2024,4.07,4.83,301.0192513368984
Jason Dufner,2025,3.99855614973262,4.565588235294118,288.5
Jeremy Paul,2024,4.01,4.5,301.0192513368984
Jeremy Paul,2025,3.99855614973262,4.565588235294118,320.0
Jesper Svensson,2024,3.97,4.36,301.0192513368984
Jesper Svensson,2025,3.99855614973262,4.565588235294118,296.5
Jhonattan Vegas,2024,3.97,4.48,313.9
Jhonattan Vegas,2025,3.99,4.49,305.0
Joe Highsmith,2024,4.02,4.46,306.5
Joe Highsmith,2025,4.0,4.5,297.0
Joel Dahmen,2024,3.93,4.75,294.0
Joel Dahmen,2025,3.99,4.65,301.3
John Pak,2024,4.16,4.59,301.0192513368984
John Pak,2025,3.99855614973262,4.565588235294118,290.0
Jordan Spieth,2024,3.99855614973262,4.565588235294118,306.9
Jordan Spieth,2025,4.0,4.63,301.0192513368984
Jorge Campillo,2024,3.99855614973262,4.565588235294118,296.7
Jorge Campillo,2025,4.02,4.55,301.0192513368984
Joseph Bramlett,2024,3.99855614973262,4.565588235294118,311.0
Joseph Bramlett,2025,4.0,4.54,301.0192513368984
Josh Teater,2024,3.99855614973262,4.565588235294118,298.1
Josh Teater,2025,4.06,4.72,301.0192513368984
Justin Lower,2024,3.97,4.63,295.2
Justin Lower,2025,3.98,4.57,305.2
Justin Rose,2024,3.99855614973262,4.565588235294118,297.5
Justin Rose,2025,4.04,4.59,301.0192513368984
Justin Suh,2024,3.99855614973262,4.565588235294118,300.2
Justin Suh,2025,4.05,4.53,301.0192513368984
Justin Thomas,2024,3.82,4.28,309.1
Justin Thomas,2025,4.0,4.54,295.1
K.H. Lee,2024,4.0,4.5,301.9
K.H. Lee,2025,4.01,4.55,305.8
Kaito Onishi,2024,4.15,4.5,301.0192513368984
Kaito Onishi,2025,3.99855614973262,4.565588235294118,303.3
Keegan Bradley,2024,3.85,4.45,305.5
Keegan Bradley,2025,4.02,4.57,304.6
Keith Mitchell,2024,3.89,4.42,311.8
Keith Mitchell,2025,3.99,4.51,322.4
Kensei Hirata,2024,3.88,4.25,301.0192513368984
Kensei Hirata,2025,3.99855614973262,4.565588235294118,313.6
Kevin Chappell,2024,3.99855614973262,4.565588235294118,300.7
Kevin Chappell,2025,4.04,4.47,301.0192513368984
Kevin Dougherty,2024,3.99855614973262,4.565588235294118,316.8
Kevin Dougherty,2025,4.03,4.55,301.0192513368984
Kevin Kisner,2024,4.2,4.58,282.8
Kevin Kisner,2025,4.1,4.74,287.0
Kevin Roy,2024,3.9,4.54,301.0192513368984
Kevin Roy,2025,3.99855614973262,4.565588235294118,316.4
Kevin Streelman,2024,4.04,4.53,297.5
Kevin Streelman,2025,4.03,4.57,301.6
Kevin Tway,2024,4.15,4.75,306.2
Kevin Tway,2025,4.0,4.52,307.8
Kevin Velo,2024,4.07,4.79,301.0192513368984
Kevin Velo,2025,3.99855614973262,4.565588235294118,310.4
Kevin Yu,2024,3.96,4.44,308.0
Kevin Yu,2025,4.01,4.48,290.6
Kris Ventura,2024,4.01,4.5,301.0192513368984
Kris Ventura,2025,3.99855614973262,4.565588235294118,316.2
Kurt Kitayama,2024,3.99,4.41,308.7
Kurt Kitayama,2025,4.01,4.53,309.6
Kyle Mendoza,2024,4.17,4.83,301.0192513368984
Kyle Mendoza,2025,3.99855614973262,4.565588235294118,294.5
Lanto Griffin,2024,4.05,4.5,304.8
Lanto Griffin,2025,4.01,4.54,305.1
Lee Hodges,2024,3.95,4.3,296.6
Lee Hodges,2025,4.02,4.65,308.4
Lucas Glover,2024,4.0,4.45,289.9
Lucas Glover,2025,3.96,4.67,307.5
Ludvig Åberg,2024,3.99,4.34,310.1
Ludvig Åberg,2025,3.97,4.54,299.4
Luke Clanton,2024,4.03,4.5,301.0192513368984
Luke Clanton,2025,3.99855614973262,4.565588235294118,316.1
Luke List,2024,4.02,4.61,304.7
Luke List,2025,4.05,4.59,311.8
Mac Meissner,2024,3.95,4.88,302.8
Mac Meissner,2025,3.99,4.51,307.2
Mackenzie Hughes,2024,4.02,4.65,298.2
Mackenzie Hughes,2025,4.0,4.51,303.3
Mark Hubbard,2024,3.98,4.53,294.7
Mark Hubbard,2025,3.98,4.5,301.6
Martin Laird,2024,3.99855614973262,4.565588235294118,290.5
Martin Laird,2025,3.99,4.66,301.0192513368984
Martin Trainer,2024,3.99855614973262,4.565588235294118,302.2
Martin Trainer,2025,4.09,4.7,301.0192513368984
Mason Andersen,2024,4.08,4.58,301.0192513368984
Mason Andersen,2025,3.99855614973262,4.565588235294118,302.3
Matt Fitzpatrick,2024,3.84,4.25,299.0
Matt Fitzpatrick,2025,4.05,4.58,285.8
Matt Kuchar,2024,3.9,4.5,288.3
Matt Kuchar,2025,3.99,4.67,293.8
Matt McCarty,2024,4.01,4.61,301.0192513368984
Matt McCarty,2025,3.99855614973262,4.565588235294118,289.3
Matt NeSmith,2024,3.99855614973262,4.565588235294118,297.7
Matt NeSmith,2025,4.03,4.63,301.0192513368984
Matt Wallace,2024,3.99855614973262,4.565588235294118,298.7
Matt Wallace,2025,4.01,4.46,301.0192513368984
Matteo Manassero,2024,3.98,4.63,301.0192513368984
Matteo Manassero,2025,3.99855614973262,4.565588235294118,285.2
Matthew Riedel,2024,3.98,4.88,301.0192513368984
Matthew Riedel,2025,3.99855614973262,4.565588235294118,294.7
Matthieu Pavon,2024,4.06,4.58,300.9
Matthieu Pavon,2025,4.05,4.66,286.0
Matti Schmid,2024,4.09,4.59,308.2
Matti Schmid,2025,4.01,4.54,312.0
Maverick McNealy,2024,3.99,4.43,302.5
Maverick McNealy,2025,3.95,4.56,301.9
Max Greyserman,2024,3.92,4.48,311.0
Max Greyserman,2025,3.98,4.49,301.2
Max Homa,2024,3.96,4.45,300.2
Max Homa,2025,4.06,4.64,276.9
Max McGreevy,2024,4.09,4.55,301.0192513368984
Max McGreevy,2025,3.99855614973262,4.565588235294118,295.0
Michael Kim,2024,3.99,4.64,302.9
Michael Kim,2025,3.99,4.54,307.6
Michael Thorbjornsen,2024,4.02,4.55,301.0192513368984
Michael Thorbjornsen,2025,3.99855614973262,4.565588235294118,313.0
Min Woo Lee,2024,3.99855614973262,4.565588235294118,314.8
Min Woo Lee,2025,4.0,4.51,301.0192513368984
Nate Lashley,2024,3.94,4.54,293.0
Nate Lashley,2025,4.02,4.63,311.3
Nick Dunlap,2024,3.92,4.68,307.3
Nick Dunlap,2025,4.05,4.47,295.3
Nick Hardy,2024,4.12,4.63,304.5
Nick Hardy,2025,4.03,4.56,309.4
Nick Taylor,2024,3.91,4.23,293.2
Nick Taylor,2025,4.01,4.66,291.5
Nico Echavarria,2024,3.9,4.42,295.4
Nico Echavarria,2025,3.99,4.6,295.3
Nicolai Højgaard,2024,3.99855614973262,4.565588235294118,309.1
Nicolai Højgaard,2025,4.07,4.73,301.0192513368984
Noah Goodwin,2024,4.0,4.72,301.0192513368984
Noah Goodwin,2025,3.99855614973262,4.565588235294118,303.7
Norman Xiong,2024,4.13,4.5,301.0192513368984
Norman Xiong,2025,3.99855614973262,4.565588235294118,316.8
Parker Coody,2024,3.99855614973262,4.565588235294118,303.9
Parker Coody,2025,4.05,4.6,301.0192513368984
Patrick Cantlay,2024,3.73,4.31,302.7
Patrick Cantlay,2025,4.0,4.47,292.0
Patrick Fishburn,2024,3.96,4.57,308.8
Patrick Fishburn,2025,3.99,4.48,300.3
Patrick Rodgers,2024,3.99,4.69,306.1
Patrick Rodgers,2025,4.0,4.54,306.8
Patton Kizzire,2024,3.94,4.38,301.7
Patton Kizzire,2025,3.96,4.58,283.5
Paul Barjon,2024,3.99855614973262,4.565588235294118,313.0
Paul Barjon,2025,4.11,4.52,301.0192513368984
Paul Peterson,2024,3.93,4.5,301.0192513368984
Paul Peterson,2025,3.99855614973262,4.565588235294118,292.1
Peter Malnati,2024,4.09,4.58,297.7
Peter Malnati,2025,4.03,4.75,292.1
Philip Knowles,2024,4.13,4.94,301.0192513368984
Philip Knowles,2025,3.99855614973262,4.565588235294118,297.3
Pierceson Coody,2024,3.99855614973262,4.565588235294118,312.6
Pierceson Coody,2025,4.01,4.58,301.0192513368984
Quade Cummins,2024,4.05,4.54,301.0192513368984
Quade Cummins,2025,3.99855614973262,4.565588235294118,312.8
Rafael Campos,2024,4.05,4.73,303.8
Rafael Campos,2025,4.03,4.56,291.8
Raul Pereda,2024,3.99855614973262,4.565588235294118,290.1
Raul Pereda,2025,4.13,4.71,301.0192513368984
Rickie Fowler,2024,3.8,4.63,297.7
Rickie Fowler,2025,4.06,4.64,303.3
Ricky Castillo,2024,3.92,4.58,301.0192513368984
Ricky Castillo,2025,3.99855614973262,4.565588235294118,317.2
Rico Hoey,2024,3.98,4.69,309.3
Rico Hoey,2025,3.99,4.48,319.2
Rikuya Hoshino,2024,4.02,4.64,301.0192513368984
Rikuya Hoshino,2025,3.99855614973262,4.565588235294118,289.6
Robby Shelton,2024,3.99855614973262,4.565588235294118,291.6
Robby Shelton,2025,4.02,4.65,301.0192513368984
Robert MacIntyre,2024,3.93,4.17,304.9
Robert MacIntyre,2025,3.98,4.54,297.7
Roger Sloan,2024,3.99855614973262,4.565588235294118,293.2
Roger Sloan,2025,3.98,4.68,301.0192513368984
Rory McIlroy,2024,3.99855614973262,4.565588235294118,320.2
Rory McIlroy,2025,3.98,4.57,301.0192513368984
Russell Henley,2024,3.85,4.33,291.3
Russell Henley,2025,3.98,4.63,290.4
Ryan Brehm,2024,3.99855614973262,4.565588235294118,309.0
Ryan Brehm,2025,4.11,4.64,301.0192513368984
Ryan Fox,2024,3.99855614973262,4.565588235294118,310.9
Ryan Fox,2025,4.07,4.59,301.0192513368984
Ryan Gerard,2024,3.91,4.73,301.0192513368984
Ryan Gerard,2025,3.99855614973262,4.565588235294118,311.2
Ryan McCormick,2024,3.99855614973262,4.565588235294118,306.2
Ryan McCormick,2025,4.04,4.6,301.0192513368984
Ryan Moore,2024,3.99855614973262,4.565588235294118,288.3
Ryan Moore,2025,4.01,4.64,301.0192513368984
Ryan Palmer,2024,3.96,4.5,298.8
Ryan Palmer,2025,4.08,4.56,295.0
Ryo Hisatsune,2024,4.05,4.69,295.4
Ryo Hisatsune,2025,3.98,4.62,298.3
S.H. Kim,2024,3.99855614973262,4.565588235294118,303.9
S.H. Kim,2025,4.06,4.49,301.0192513368984
Sahith Theegala,2024,3.97,4.5,305.7
Sahith Theegala,2025,4.0,4.54,300.7
Sam Burns,2024,3.79,4.47,307.4
Sam Burns,2025,3.97,4.53,296.4
Sam Ryder,2024,4.01,4.65,292.8
Sam Ryder,2025,4.0,4.62,301.7
Sam Stevens,2024,3.93,4.65,306.3
Sam Stevens,2025,3.99,4.52,312.2
Sami Valimaki,2024,4.07,4.64,299.2
Sami Valimaki,2025,4.06,4.64,298.6
Scottie Scheffler,2024,3.99855614973262,4.565588235294118,303.8
Scottie Scheffler,2025,3.88,4.42,301.0192513368984
Seamus Power,2024,3.99855614973262,4.565588235294118,300.3
Seamus Power,2025,3.99,4.55,301.0192513368984
Sepp Straka,2024,3.82,4.35,294.7
Sepp Straka,2025,4.02,4.7,293.4
Shane Lowry,2024,3.99855614973262,4.565588235294118,300.4
Shane Lowry,2025,3.98,4.56,301.0192513368984
Si Woo Kim,2024,3.96,4.32,294.8
Si Woo Kim,2025,4.01,4.53,292.8
Stephan Jaeger,2024,3.9,4.41,310.3
Stephan Jaeger,2025,4.0,4.54,302.5
Steven Fisk,2024,4.06,4.56,301.0192513368984
Steven Fisk,2025,3.99855614973262,4.565588235294118,309.9
Sungjae Im,2024,3.89,4.39,298.8
Sungjae Im,2025,3.97,4.56,292.0
Takumi Kanaya,2024,4.09,4.58,301.0192513368984
Takumi Kanaya,2025,3.99855614973262,4.565588235294118,296.5
Taylor Dickson,2024,4.13,4.57,301.0192513368984
Taylor Dickson,2025,3.99855614973262,4.565588235294118,297.1
Taylor Montgomery,2024,4.04,4.56,289.7
Taylor Montgomery,2025,4.02,4.74,302.4
Taylor Moore,2024,4.05,4.5,306.8
Taylor Moore,2025,4.02,4.59,311.5
Taylor Pendrith,2024,3.93,4.33,313.6
Taylor Pendrith,2025,3.97,4.5,308.1
Thomas Detry,2024,3.89,4.5,303.3
Thomas Detry,2025,4.04,4.57,304.6
Thomas Rosenmueller,2024,4.06,4.79,301.0192513368984
Thomas Rosenmueller,2025,3.99855614973262,4.565588235294118,300.2
Thorbjørn Olesen,2024,3.99855614973262,4.565588235294118,302.1
Thorbjørn Olesen,2025,4.09,4.58,301.0192513368984
Tim Widing,2024,4.16,4.59,301.0192513368984
Tim Widing,2025,3.99855614973262,4.565588235294118,321.7
Tom Hoge,2024,3.87,4.33,296.2
Tom Hoge,2025,4.0,4.53,292.3
Tom Kim,2024,3.95,4.55,299.0
Tom Kim,2025,4.01,4.59,319.4
Tom Whitney,2024,3.99855614973262,4.565588235294118,296.5
Tom Whitney,2025,4.07,4.51,301.0192513368984
Tommy Fleetwood,2024,3.99855614973262,4.565588235294118,300.4
Tommy Fleetwood,2025,3.99,4.63,301.0192513368984
Tony Finau,2024,3.95,4.53,308.4
Tony Finau,2025,4.01,4.47,290.5
Trace Crowe,2024,3.99855614973262,4.565588235294118,301.8
Trace Crowe,2025,3.99,4.63,301.0192513368984
Trevor Cone,2024,4.12,4.75,301.0192513368984
Trevor Cone,2025,3.99855614973262,4.565588235294118,310.3
Trey Mullinax,2024,3.95,4.5,301.0192513368984
Trey Mullinax,2025,3.99855614973262,4.565588235294118,313.3
Troy Merritt,2024,3.99855614973262,4.565588235294118,292.8
Troy Merritt,2025,4.02,4.59,301.0192513368984
Tyler Duncan,2024,3.99855614973262,4.565588235294118,297.6
Tyler Duncan,2025,4.04,4.58,301.0192513368984
Tyson Alexander,2024,3.99855614973262,4.565588235294118,303.3
Tyson Alexander,2025,4.06,4.65,301.0192513368984
Victor Perez,2024,3.98,4.63,301.1
Victor Perez,2025,4.02,4.56,298.7
Viktor Hovland,2024,3.86,4.31,305.1
Viktor Hovland,2025,3.99,4.55,287.6
Vince Whaley,2024,4.05,4.53,306.0
Vince Whaley,2025,3.96,4.62,314.1
Vincent Norrman,2024,3.94,4.65,311.0
Vincent Norrman,2025,4.14,4.65,314.3
Webb Simpson,2024,3.98,4.0,300.2
Webb Simpson,2025,4.03,4.62,315.4
Wesley Bryan,2024,4.14,4.64,302.6
Wesley Bryan,2025,3.96,4.52,312.0
Will Chandler,2024,4.06,4.75,301.0192513368984
Will Chandler,2025,3.99855614973262,4.565588235294118,303.0
Will Gordon,2024,4.09,4.39,301.0192513368984
Will Gordon,2025,3.99855614973262,4.565588235294118,310.6
Will Zalatoris,2024,3.81,4.38,302.5
Will Zalatoris,2025,4.08,4.56,291.5
William Mouw,2024,4.05,4.94,301.0192513368984
William Mouw,2025,3.99855614973262,4.565588235294118,312.5
Wilson Furr,2024,3.99855614973262,4.565588235294118,311.7
Wilson Furr,2025,4.03,4.76,301.0192513368984
Wyndham Clark,2024,3.93,4.18,314.0
Wyndham Clark,2025,3.98,4.6,303.5
Xander Schauffele,2024,3.95,4.25,308.5
Xander Schauffele,2025,3.92,4.52,293.5
Zac Blair,2024,4.03,4.64,283.0
Zac Blair,2025,4.01,4.68,279.4
Zach Johnson,2024,3.96,4.72,284.1
Zach Johnson,2025,3.99,4.68,290.4
